score,pass,confidence
0.6666666666666666,True,-0.8324921727180481
0.19999999999999998,False,-0.21325576305389404
0.15384615384615385,False,-0.5288171768188477
0.0,False,-0.027485188096761703
0.1904761904761905,False,-0.16643068194389343
0.08333333333333333,False,-0.26144152879714966
0.0,False,-0.22315248847007751
0.3636363636363636,False,-1.01559579372406
0.0625,False,-0.46836790442466736
0.4,False,-0.1196674033999443
0.0,False,-0.07442977279424667
0.15384615384615385,False,-0.22177599370479584
0.18181818181818182,False,-0.4750507175922394
0.0,False,-0.6751145720481873
0.2666666666666667,False,-0.46569156646728516
0.0,False,-1.8204115629196167
0.20689655172413793,False,-0.374370276927948
1.0,True,-0.610920250415802
0.0,False,-0.18697907030582428
0.0,False,-0.18769899010658264
0.1739130434782609,False,-0.1079079657793045
0.0,False,-0.5823731422424316
0.11764705882352941,False,-0.2941895127296448
0.2857142857142857,False,-0.4318389892578125
0.2857142857142857,False,-0.3103075921535492
0.23529411764705882,False,-0.09144869446754456
0.0,False,-0.2773206830024719
0.0,False,-0.25718334317207336
0.07999999999999999,False,-0.19235281646251678
0.23529411764705882,False,-0.1795567125082016
0.15384615384615385,False,-0.22097235918045044
0.125,False,-0.09522838890552521
0.1818181818181818,False,-0.09620421379804611
0.0,False,-0.22054699063301086
0.0,False,-1.2733792066574097
0.0909090909090909,False,-0.3486499786376953
0.0,False,-0.49533453583717346
0.2608695652173913,False,-0.06675054132938385
0.3636363636363636,False,-0.34109553694725037
1.0,True,-0.16872727870941162
0.0,False,-0.6669156551361084
0.0,False,-0.19388261437416077
0.0,False,-0.17950773239135742
0.0,False,-0.28246867656707764
0.0,False,-0.16363658010959625
0.16666666666666669,False,-0.5537461638450623
0.27586206896551724,False,-0.2936954200267792
0.11764705882352941,False,-0.22770193219184875
0.14285714285714288,False,-0.13960473239421844
0.11764705882352941,False,-0.46267521381378174
0.0,False,-0.14120908081531525
